Username,timestamps,emgvalues
nikhil1,11:47:40.771,2.2014760179989388
nikhil1,11:47:40.771,-3.044251727975492
nikhil1,11:47:40.775,2.0537585228264805
nikhil1,11:47:40.775,-11.088439404905802
nikhil1,11:47:40.778,29.301641290734324
nikhil1,11:47:40.780,33.574939928787856
nikhil1,11:47:40.780,-43.660145692760565
nikhil1,11:47:40.783,-17.276904726913543
nikhil1,11:47:40.784,74.36370248569264
nikhil1,11:47:40.788,-7.793824653495329
nikhil1,11:47:40.788,-117.30341436791629
nikhil1,11:47:40.792,-7.231086507434848
nikhil1,11:47:40.792,131.29605626955376
nikhil1,11:47:40.796,40.8381918525855
nikhil1,11:47:40.796,-81.33756674385046
nikhil1,11:47:40.800,-77.74418979761373
nikhil1,11:47:40.800,28.581858171589307
nikhil1,11:47:40.804,61.80587700497581
nikhil1,11:47:40.804,6.260564760651198
nikhil1,11:47:40.808,-24.50980672622504
nikhil1,11:47:40.808,-6.75766386097537
nikhil1,11:47:40.812,0.9575241433581646
nikhil1,11:47:40.813,-3.728696946355404
nikhil1,11:47:40.816,5.096623201759433
nikhil1,11:47:40.816,10.115519808272664
nikhil1,11:47:40.821,-0.3966430389924395
nikhil1,11:47:40.821,-5.279592891007549
nikhil1,11:47:40.824,-4.9782608535759385
nikhil1,11:47:40.825,-8.27317838873454
nikhil1,11:47:40.829,9.00172531692495
nikhil1,11:47:40.829,28.850407943599606
nikhil1,11:47:40.832,4.2661293072378275
nikhil1,11:47:40.833,-27.992241322112676
nikhil1,11:47:40.836,-27.65602713686011
nikhil1,11:47:40.837,0.9398964186775268
nikhil1,11:47:40.840,47.680538693208206
nikhil1,11:47:40.841,29.37746091185535
nikhil1,11:47:40.845,-57.33298101308478
nikhil1,11:47:40.845,-45.06766632385629
nikhil1,11:47:40.849,50.01114056624719
nikhil1,11:47:40.849,45.48111656264415
nikhil1,11:47:40.853,-19.733843240982047
nikhil1,11:47:40.853,-35.45153333648582
nikhil1,11:47:40.856,-20.04439343589139
nikhil1,11:47:40.858,27.14792181420183
nikhil1,11:47:40.861,44.1740891360061
nikhil1,11:47:40.862,-36.035960855927215
nikhil1,11:47:40.865,-51.60180062929995
nikhil1,11:47:40.865,54.182987213247856
nikhil1,11:47:40.869,64.89692404926596
nikhil1,11:47:40.869,-41.03654398491774
nikhil1,11:47:40.869,-68.92113301908655
nikhil1,11:47:40.873,-2.497608714999824
nikhil1,11:47:40.873,40.320734104822016
nikhil1,11:47:40.878,30.857943253848177
nikhil1,11:47:40.878,2.402325804493903
nikhil1,11:47:40.882,-21.210781800890203
nikhil1,11:47:40.882,-21.825865042000693
nikhil1,11:47:40.886,-2.3469840000756825
nikhil1,11:47:40.886,11.727997705872523
nikhil1,11:47:40.890,10.49527664427647
nikhil1,11:47:40.890,-4.278360865152806
nikhil1,11:47:40.894,-11.3579517113623
nikhil1,11:47:40.894,28.08435340218881
nikhil1,11:47:40.898,31.449765573882836
nikhil1,11:47:40.899,-64.25247376454752
nikhil1,11:47:40.903,-53.9731345249274
nikhil1,11:47:40.903,78.33047737746695
nikhil1,11:47:40.906,42.8647748948352
nikhil1,11:47:40.907,-57.766384949163594
nikhil1,11:47:40.910,-2.5621540766106667
nikhil1,11:47:40.911,11.029774621816678
nikhil1,11:47:40.914,-29.129702493998483
nikhil1,11:47:40.914,41.274741365290744
nikhil1,11:47:40.918,28.426345696162457
nikhil1,11:47:40.918,-81.35646476639614
nikhil1,11:47:40.923,-11.678328946324669
nikhil1,11:47:40.923,98.04317765037067
nikhil1,11:47:40.927,6.161800515418566
nikhil1,11:47:40.927,-90.51167432252028
nikhil1,11:47:40.931,-23.528029819842228
nikhil1,11:47:40.931,60.044906591317584
nikhil1,11:47:40.935,46.99512387785232
nikhil1,11:47:40.935,-14.498179735926161
