Username,Features
niya,"[0.5536521978445549, 21.5341366007601, 1203.8635862702374, 189555.20775614388, 17702659.52500985, 0.4421143815199339, 4.640488832197848, -2.2248585683840516, 713.0478430588037, 0.5883233028537984, 0.3201320132013201]"
niya,"[0.543195443841155, 21.664730869918422, 1214.3350115780706, 192310.61589045404, 18008571.59145296, 0.4271405081285229, 4.654538740187201, -2.322145720711293, 694.0418060544713, 0.5731146210193817, 0.28736581337737405]"
niya,"[0.5387809071166823, 21.541340774136295, 1207.3787775125218, 190122.31944433835, 17781729.93521852, 0.4247382305413807, 4.641264999121435, -2.296019228218756, 687.4015534994613, 0.5671629979368493, 0.2838283828382838]"
niya,"[0.5334766982546211, 21.54402034320125, 1196.3024718984373, 189248.35016078525, 17585615.974906377, 0.41275028648613693, 4.641553656207141, -2.449440132656452, 672.3451822212886, 0.5551983337913201, 0.27580511973575556]"
niya,"[0.5246341732189024, 21.644189421923887, 1208.9791089788619, 191516.5851519743, 17878808.28786113, 0.40245606475976653, 4.652331612654713, -2.54819805054723, 643.2903138179705, 0.5312058743335842, 0.22791081750619324]"
noel,"[0.5928222689263324, 21.247659339152484, 1177.7201264140797, 184055.11764651985, 17050150.92005755, 0.4932790083070891, 4.609518341367208, -1.9152754049777536, 786.2194503286621, 0.6486959161127576, 0.35148514851485146]"
noel,"[0.5892706703702238, 21.358424668337737, 1188.5304592083976, 186133.48565760988, 17305508.133259818, 0.48890065069578403, 4.621517572674918, -1.9347872292587651, 780.0040226766156, 0.6435676754757554, 0.34983498349834985]"
noel,"[0.5730716582561967, 21.361457673718313, 1188.7812487385675, 186945.13203703027, 17393254.154930837, 0.47418887896479744, 4.621845701625075, -1.9829105762520178, 752.7879076217702, 0.6216250269378779, 0.35342691990090835]"
noel,"[0.5820833247074045, 21.347459917950502, 1189.2831565713595, 186226.63228218834, 17319047.474604763, 0.48200665332004633, 4.620331148190934, -1.957571851160838, 760.891758217784, 0.6277984803777096, 0.3432343234323432]"
noel,"[0.5633143539521343, 21.33277391297087, 1178.2859115158076, 185314.22713480616, 17146126.094722457, 0.4595513507041075, 4.618741595603278, -2.0651049411370663, 729.8633495369576, 0.602694756017306, 0.33030553261767137]"
sanjana,"[0.4975001751854169, 21.40169881650116, 1195.2058762773095, 187611.09664710177, 17474845.505881976, 0.35836805500389246, 4.626197014556774, -2.888214088676864, 588.0959640410985, 0.48522769310321656, 0.11716171617161716]"
sanjana,"[0.5061769425771101, 21.474079851192585, 1190.1088625636492, 188551.0961731482, 17488872.43786496, 0.37547026002621353, 4.634013366545856, -2.714885246244097, 604.3876266805474, 0.49949390634755986, 0.1652892561983471]"
sanjana,"[0.49859411562390904, 21.424037382916904, 1192.9107233319103, 187339.47493507457, 17404378.254475918, 0.36120972269470314, 4.62861074300728, -2.859657208915015, 593.4065283621137, 0.48960934683342716, 0.14026402640264027]"
sanjana,"[0.49831892088519125, 21.463151973210454, 1190.298682426694, 187877.6098039541, 17436135.925062098, 0.3600783541775037, 4.632834118903094, -2.856536408564819, 588.6228299534243, 0.48606344339671703, 0.1222130470685384]"
sanjana,"[0.4998401368393133, 21.394156230310667, 1182.3409710781514, 186338.8237947797, 17233886.590627942, 0.3648268788214045, 4.625381739304188, -2.794246910728186, 593.3236764274235, 0.4899452323925875, 0.13542526837324526]"
