Username,Features
noel,"[-0.0009319753286927882, 58.857056074766355, 492.59, 58.857056074766355, 16069.669999999998, 0.4272300469483568, 0.028962132109949662, 1.045364103914154, 79.67203252012497, 1358393.4119000002, 671.1641610398887, -9.785619361991596e-05, 143629.13046253618, 290696190.1465998, 39, -0.06567757009346781, -0.037081018036497666, 263.1367936899324, 69240.97219341804, 1358393.4118999988, 6347.6327658878445, 1358392.2320303728, 6377.428319391422, -1526260.1719076904]"
noel,"[0.000924554492469627, 52.02014018691589, 655.1800000000001, 52.02014018691589, 14714.72, 0.4272300469483568, -0.050704846772102324, 3.21848144359548, 75.25729370992593, 1212023.2949, 640.5034229345272, -2.0391378399997753e-05, 137067.7325079888, 259372985.10859987, 173, -0.013060747663551742, -0.03480255109043863, 249.1797308535746, 62090.53826825987, 1212023.2948999994, 5663.6602565420535, 1212022.258862149, 5690.245346770653, -1454484.1899910388]"
noel,"[-0.0029369578318121405, 55.635399061032864, 495.72, 55.635399061032864, 15375.39, 0.42924528301886794, -0.009510635257323465, 0.9852908059847758, 75.2914161228492, 1207453.8337999997, 616.0865983122297, 2.7722909013344336e-17, 131226.44544050493, 257187666.59939998, 56, 1.7079712709350765e-14, 0.0, 244.24420817771897, 59655.23322836093, 1207453.8338, 5668.797341784037, 1207443.4187295774, 5695.48782419612, -1382123.5569443735]"
noel,"[0.01148831132479117, 48.87065727699531, 461.53, 48.87065727699531, 12812.79, 0.44339622641509435, -0.014313111054392326, 1.4929272719112152, 66.99637376845158, 956053.5029, 596.1769398106662, 2.8648730886462895e-17, 126985.68817967191, 203639396.11769998, 33, 1.7079712709350765e-14, 0.0, 208.69411530448738, 43553.23376272267, 956053.5029000001, 4488.514098122066, 955927.3383699531, 4509.091218726194, -1290525.0391758964]"
noel,"[-0.0035784309264649153, 27.549107981220658, 243.78, 27.549107981220658, 7109.8099999999995, 0.41037735849056606, 0.049012721447168846, 1.2143041827114542, 35.68612912892869, 271255.46, 319.7322404708455, 2.670940015964415e-17, 68102.9672202901, 57777412.98, 178, 8.539856354675383e-15, 0.0, 112.34093013441186, 12620.484583464808, 271255.46, 1273.4998122065729, 271251.98657277, 1279.4905027017453, -630499.9549738357]"
sanjana,"[0.0027989191448363035, 32.261784037558684, 340.6, 32.261784037558684, 8244.32, 0.4056603773584906, -0.014809280401252213, 1.7986358962084354, 42.504837040400304, 384818.82959999994, 367.16255824856853, 0.0, 78205.6249069451, 81966410.70479998, 37, 0.0, 0.0, 132.27849810809505, 17497.60106173331, 384818.82959999994, 1806.6611718309857, 384815.81497276993, 1815.1689385508016, -760588.055079406]"
sanjana,"[-0.00023172507524533571, 44.89556074766355, 394.28, 44.89556074766355, 12080.31, 0.4460093896713615, 0.0364346601592336, 0.7617701287880543, 59.48880191097934, 757328.3563000001, 502.5170266472905, -4.2263876905242774e-05, 107538.64370252016, 162068268.2481999, 38, -0.021238317757009687, -0.006948786758450338, 189.26007767530757, 35819.37700166346, 757328.3562999994, 3538.9175528037354, 757328.3156341116, 3555.5319982822143, -1102621.4521320267]"
sanjana,"[-0.0021924596145157494, 27.8093896713615, 197.25, 27.8093896713615, 6916.42, 0.3915094339622642, 0.11385258608267798, 0.0003123354947835999, 34.90418022505468, 259498.2828, 288.3035972431141, -1.481052688266336e-17, 61408.666212783304, 55273134.23639999, 38, -4.269928177337691e-15, 0.0, 108.09003154062839, 11683.454918454041, 259498.28279999993, 1218.3017971830982, 259497.03542910793, 1224.0426199486224, -575318.2284493579]"
sanjana,"[4.783726535993955e-05, 25.753004694835678, 275.38, 25.753004694835678, 7061.83, 0.4481132075471698, 0.028808170811965742, 2.974163825058433, 36.312468758319696, 280860.81750000006, 314.2983783914681, 1.358558768005913e-17, 66945.5545973827, 59823354.1275, 47, 4.269928177337691e-15, 0.0, 118.16964344733606, 13964.064632470532, 280860.8175, 1318.5953873239437, 280860.81685727695, 1324.81517385508, -638422.2264559336]"
sanjana,"[-0.0008578686872491651, 34.249345794392525, 302.2, 34.249345794392525, 9321.67, 0.43661971830985913, 0.015151372732702196, 1.1521999714149382, 45.102011062359054, 435316.95999999996, 389.24492794098006, -0.00010348336212078792, 83298.41457936974, 93157829.43999994, 46, -0.04028037383179644, -0.01947017070296273, 146.42886485231017, 21441.412461936117, 435316.95999999973, 2034.1914018691575, 435316.6396336446, 2043.7400921767353, -816518.6232183339]"
static,"[0.00034254130024287703, 6.969861111111111, 304.85, 6.969861111111111, 1757.8, 0.413953488372093, 0.5569266126598627, 34.93431345173929, 21.489705147228403, 99750.40430000001, 199.04298770086157, -1.0466750712502914e-06, 42993.2853433861, 21546087.3288, 178, -0.00020833333333367018, -0.0036342579034897397, 65.73361901762291, 4320.908669153996, 99750.4043, 461.8074273148148, 99750.39259583331, 463.95531439922473, -377541.38915945677]"
static,"[0.0005047130117705802, 6.274716981132075, 304.57, 6.274716981132075, 1521.1000000000004, 0.41706161137440756, 0.5851681654307161, 36.058628853294834, 21.49549889259399, 97955.9722, 199.3642215156273, -9.937249825524732e-06, 42265.21496131299, 20766666.106400006, 36, -0.0019811320754720414, -0.0054255440295659825, 65.07695807509722, 4235.010472307962, 97955.97219999999, 462.0564726415094, 97955.94724716981, 464.2461954842171, -370054.5946029871]"
static,"[0.00037483222552059175, 5.892910798122066, 294.05, 5.892910798122066, 1451.3700000000001, 0.4056603773584906, 0.5667079822334932, 35.147457900342324, 20.666524620896066, 90973.4161, 190.16166176205735, -2.2454201008616046e-17, 40504.433955318214, 19377337.629300006, 33, -4.269928177337691e-15, 0.0, 62.01994286492568, 3846.473312968646, 90973.4161, 427.1052399061033, 90973.40331830987, 429.1198269731597, -352961.876228065]"
static,"[-6.168784121500924e-05, 6.008785046728971, 302.84000000000003, 6.008785046728971, 1498.9299999999998, 0.431924882629108, 0.553836158953346, 36.61200159361116, 21.210196234336575, 96272.69880000001, 197.3587727557952, -1.2785671752771339e-05, 42234.77736974017, 20602357.543199994, 35, -0.0025233644859853884, -0.0006197135495634134, 64.88939157904541, 4210.633139498689, 96272.69879999995, 449.8724242990652, 96272.69843364481, 451.98449968847325, -369493.6778035094]"
static,"[3.074369971209275e-05, 6.466103286384977, 304.03, 6.466103286384977, 1574.08, 0.4056603773584906, 0.6015143248168163, 36.40349064061276, 21.379241983602395, 97356.3334, 198.59723652773675, 2.1500441053424924e-17, 42301.21138040793, 20736899.0142, 38, 4.269928177337691e-15, 0.0, 64.88463529532201, 4210.015897406947, 97356.3334, 457.07198779342724, 97356.33330798121, 459.2279873017982, -370622.4752939208]"
