Username,Features
noel,"[27.549107981220658, 7109.8099999999995, 0.41037735849056606, 0.049012721447168846, 1.2143041827114542, 35.68612912892869, 271255.46, 319.7322404708455, 2.670940015964415e-17, 68102.9672202901, 57777412.98, 178, 8.539856354675383e-15, 0.0, 112.34093013441186, 12620.484583464808, -630499.9549738357]"
sanjana,"[32.261784037558684, 8244.32, 0.4056603773584906, -0.014809280401252213, 1.7986358962084354, 42.504837040400304, 384818.82959999994, 367.16255824856853, 0.0, 78205.6249069451, 81966410.70479998, 37, 0.0, 0.0, 132.27849810809505, 17497.60106173331, -760588.055079406]"
sanjana,"[44.89556074766355, 12080.31, 0.4460093896713615, 0.0364346601592336, 0.7617701287880543, 59.48880191097934, 757328.3563000001, 502.5170266472905, -4.2263876905242774e-05, 107538.64370252016, 162068268.2481999, 38, -0.021238317757009687, -0.006948786758450338, 189.26007767530757, 35819.37700166346, -1102621.4521320267]"
sanjana,"[27.8093896713615, 6916.42, 0.3915094339622642, 0.11385258608267798, 0.0003123354947835999, 34.90418022505468, 259498.2828, 288.3035972431141, -1.481052688266336e-17, 61408.666212783304, 55273134.23639999, 38, -4.269928177337691e-15, 0.0, 108.09003154062839, 11683.454918454041, -575318.2284493579]"
sanjana,"[25.753004694835678, 7061.83, 0.4481132075471698, 0.028808170811965742, 2.974163825058433, 36.312468758319696, 280860.81750000006, 314.2983783914681, 1.358558768005913e-17, 66945.5545973827, 59823354.1275, 47, 4.269928177337691e-15, 0.0, 118.16964344733606, 13964.064632470532, -638422.2264559336]"
sanjana,"[34.249345794392525, 9321.67, 0.43661971830985913, 0.015151372732702196, 1.1521999714149382, 45.102011062359054, 435316.95999999996, 389.24492794098006, -0.00010348336212078792, 83298.41457936974, 93157829.43999994, 46, -0.04028037383179644, -0.01947017070296273, 146.42886485231017, 21441.412461936117, -816518.6232183339]"
static,"[6.969861111111111, 1757.8, 0.413953488372093, 0.5569266126598627, 34.93431345173929, 21.489705147228403, 99750.40430000001, 199.04298770086157, -1.0466750712502914e-06, 42993.2853433861, 21546087.3288, 178, -0.00020833333333367018, -0.0036342579034897397, 65.73361901762291, 4320.908669153996, -377541.38915945677]"
static,"[6.274716981132075, 1521.1000000000004, 0.41706161137440756, 0.5851681654307161, 36.058628853294834, 21.49549889259399, 97955.9722, 199.3642215156273, -9.937249825524732e-06, 42265.21496131299, 20766666.106400006, 36, -0.0019811320754720414, -0.0054255440295659825, 65.07695807509722, 4235.010472307962, -370054.5946029871]"
static,"[5.892910798122066, 1451.3700000000001, 0.4056603773584906, 0.5667079822334932, 35.147457900342324, 20.666524620896066, 90973.4161, 190.16166176205735, -2.2454201008616046e-17, 40504.433955318214, 19377337.629300006, 33, -4.269928177337691e-15, 0.0, 62.01994286492568, 3846.473312968646, -352961.876228065]"
static,"[6.008785046728971, 1498.9299999999998, 0.431924882629108, 0.553836158953346, 36.61200159361116, 21.210196234336575, 96272.69880000001, 197.3587727557952, -1.2785671752771339e-05, 42234.77736974017, 20602357.543199994, 35, -0.0025233644859853884, -0.0006197135495634134, 64.88939157904541, 4210.633139498689, -369493.6778035094]"
static,"[6.466103286384977, 1574.08, 0.4056603773584906, 0.6015143248168163, 36.40349064061276, 21.379241983602395, 97356.3334, 198.59723652773675, 2.1500441053424924e-17, 42301.21138040793, 20736899.0142, 38, 4.269928177337691e-15, 0.0, 64.88463529532201, 4210.015897406947, -370622.4752939208]"
