Username,timestamps,emgvalues
sanjana1,12:32:18.004,-0.010062322587818483
sanjana1,12:32:18.008,-0.010070686000245731
sanjana1,12:32:18.008,-0.010307927678255278
sanjana1,12:32:18.012,-0.013044430969945956
sanjana1,12:32:18.012,-0.008207741201310449
sanjana1,12:32:18.016,0.03132835095874024
sanjana1,12:32:18.016,0.02231238067225305
sanjana1,12:32:18.021,-0.14652452667367283
sanjana1,12:32:18.021,-0.21060832441639943
sanjana1,12:32:18.024,0.07122303207339942
sanjana1,12:32:18.024,0.29343407936716204
sanjana1,12:32:18.029,0.1990309184996836
sanjana1,12:32:18.029,0.07095246562787577
sanjana1,12:32:18.033,-0.1756217132089975
sanjana1,12:32:18.033,-0.5206328601739982
sanjana1,12:32:18.037,-0.26363498919853534
sanjana1,12:32:18.037,0.3133189769884215
sanjana1,12:32:18.041,0.2298069578240749
sanjana1,12:32:18.041,-0.08083174300280713
sanjana1,12:32:18.045,-0.0865105710655555
sanjana1,12:32:18.045,-0.03831844250442262
sanjana1,12:32:18.049,0.12732180874140256
sanjana1,12:32:18.049,0.13219811654242358
sanjana1,12:32:18.049,-0.046473051540120075
sanjana1,12:32:18.053,-0.006555270947183873
sanjana1,12:32:18.053,-0.162091597409171
sanjana1,12:32:18.057,0.2793379222825221
sanjana1,12:32:18.057,1.7228464889267576
sanjana1,12:32:18.061,0.5190216314325367
sanjana1,12:32:18.061,-3.370454760406037
sanjana1,12:32:18.065,-3.6964931898348072
sanjana1,12:32:18.065,-0.06031345518118478
sanjana1,12:32:18.070,3.742649696967217
sanjana1,12:32:18.070,6.572925136018234
sanjana1,12:32:18.074,0.23274037503395645
sanjana1,12:32:18.074,-14.034059089090842
sanjana1,12:32:18.077,-5.337832432560445
sanjana1,12:32:18.077,20.192121616271205
sanjana1,12:32:18.082,10.81794051829942
sanjana1,12:32:18.082,-8.977004376434897
sanjana1,12:32:18.086,1.759094727673958
sanjana1,12:32:18.086,-11.875148867727814
sanjana1,12:32:18.090,-36.752008367653815
