Username,Features
niya,"[4.746998033011001, 15.487754847551418, 1868.385698745363, 199999.320643449, 23252587.693064302, 2.142597349777104, 6.166177517146399, 1.3439721231859405, 535.3240593014408, 0.4416865175754462, 0.006600660066006601]"
niya,"[4.746829536023788, 15.577011108754045, 1884.7012306033537, 202630.02082813738, 23650862.054042205, 2.1423618373087288, 6.1732812792567495, 1.3433055678600836, 515.2637133098228, 0.42548613815840036, 0.006606110652353427]"
niya,"[4.746729617481241, 15.502371252328178, 1872.0644140249228, 200619.30108849888, 23346965.482521016, 2.142508869234944, 6.167156015036572, 1.343756446295705, 509.6743296442251, 0.4205233742939151, 0.006600660066006601]"
niya,"[4.747007879838869, 15.461681541523626, 1864.1746220366558, 199305.90680039627, 23145162.7664901, 2.142657969035013, 6.16407051815405, 1.3439134217830406, 494.439117159288, 0.40828993985077455, 0.006606110652353427]"
niya,"[4.7470749213377905, 15.54360101000447, 1879.619509934183, 201714.14485639663, 23501654.787745323, 2.1426402930338853, 6.1707634307919035, 1.3438512051555356, 464.9799509666722, 0.38396362590146343, 0.006606110652353427]"
noel,"[4.745593759622897, 15.29245295969382, 1832.2374308567125, 194435.69549557957, 22433301.345494673, 2.1422042608856846, 6.149236789315045, 1.3433222321498994, 610.1806987760856, 0.5034494214324139, 0.006600660066006601]"
noel,"[4.745876094098169, 15.37722095601748, 1846.4279664823753, 196591.63904542458, 22749243.185650464, 2.142183129503708, 6.156343139928928, 1.343298437137218, 603.2626012667553, 0.49774142018709183, 0.006600660066006601]"
noel,"[4.745890229419406, 15.362420347761066, 1848.5485602863077, 197234.03188361842, 22870438.83859583, 2.142399782045845, 6.15515185982114, 1.3436296428940897, 575.5144884624729, 0.4752390491019594, 0.006606110652353427]"
noel,"[4.745834319261174, 15.370018666064295, 1846.920363957191, 196698.38121897358, 22765132.947986774, 2.1422701841172405, 6.1557259565335976, 1.3434327198051637, 584.7019747650268, 0.4824273719183389, 0.006600660066006601]"
noel,"[4.746265255469569, 15.31849095840993, 1838.068660447653, 195397.4046913059, 22582681.4212032, 2.142494614184981, 6.1518716528945525, 1.3437311583043887, 552.680541048516, 0.45638360119613214, 0.006606110652353427]"
sanjana,"[4.746031156006832, 15.398989126162737, 1855.484835744391, 198054.7772014727, 22965051.208440755, 2.142431215331383, 6.158230335084121, 1.3433512430326953, 411.39489264049865, 0.33943472990140156, 0.006600660066006601]"
sanjana,"[4.74652455282939, 15.40052577862253, 1857.1236310131885, 198442.60525282644, 23035814.39145222, 2.1427416806536486, 6.158735349829116, 1.3440208861122933, 426.5500884750189, 0.35252073427687514, 0.006611570247933884]"
sanjana,"[4.746101448194659, 15.402228553172304, 1854.5534896009942, 197687.98972979255, 22890344.98263033, 2.1425991607009225, 6.158547516235281, 1.3439970092375437, 416.80852249750393, 0.343901421202561, 0.006600660066006601]"
sanjana,"[4.746974160915609, 15.400886120176807, 1855.152171290412, 197964.26566909705, 22951281.769796554, 2.1428249474249057, 6.159111121304539, 1.3442189763094314, 410.7991311883412, 0.3392230645651042, 0.006606110652353427]"
sanjana,"[4.7465881103913174, 15.348360429012642, 1845.218967990665, 196349.30249112603, 22705542.464477047, 2.1427729402873874, 6.15454784031458, 1.3441504699014404, 416.0568599275898, 0.3435647067940461, 0.006606110652353427]"
