Username,Features
nikhil,"[37.64485981308411, 10897.039999999999, 0.47417840375586856, 0.0022069590349196476, 1.012389674181529, 51.35879509533747, 564473.3284, 457.60981198380074, 97928.49976453336, 120797292.2775999, 57, -0.0001669585466877911, -970810.3763189866]"
nikhil,"[54.068411214953265, 13339.850000000002, 0.43661971830985913, -0.031044981497353918, 0.5706365174908927, 73.78346190351392, 1165015.8396, 572.8709930193261, 122594.39250613577, 249313389.67439985, 34, -1.460099408629826e-05, -1295054.0083295067]"
nikhil,"[45.190280373831776, 10892.27, 0.36619718309859156, -0.03212697606850968, 0.3907974801339851, 58.893429555934446, 742245.3136, 478.4302990861768, 102384.08400444183, 158840497.1103999, 177, -3.3012943690081376e-05, -1044488.9681842935]"
nikhil,"[44.52714953271029, 12469.5, 0.460093896713615, 0.1520268508213672, 0.39172334543439247, 57.80190376598303, 714986.8569, 524.0550180289711, 112147.7738581998, 153007187.3765999, 60, -0.0003864098101028034, -1119537.0805801165]"
nikhil,"[49.879672897196265, 13016.990000000002, 0.431924882629108, -0.0027023889024782146, 0.90936021634873, 68.11171593882246, 992790.0514999998, 534.6885904515334, 114423.35835662816, 212457071.02099985, 41, -1.4376435228156946e-05, -1191454.900324535]"
