Username,Features
static,"[-0.00041361158848129146, 8.150851741843367, 267.39985504973004, 8.150851741843367, 2082.3261865235427, 0.4386792452830189, 0.586110966757863, 29.593160249012506, 19.40152782203413, 80177.30702961201, 176.21310499393113, 1.2115807667893798e-17, 37533.39136370733, 17077766.39730736, 42, 2.1349640886688457e-15, 0.0, 57.86306998750037, 3348.134868378366, 80177.30702961201, 376.4192818291644, 80177.29331331796, 378.1947797798017, -322596.093968666]"
static,"[0.0017091870642828328, 11.149245368860672, 274.4853350798497, 11.149245368860672, 2750.179882770648, 0.4225352112676056, 0.48175816670354465, 24.85540047012294, 21.11047624916075, 95369.57239780536, 187.62843192813136, -5.321153484915229e-06, 40152.48443262011, 20409088.493130334, 34, -0.000998399684423556, -0.01808647457352514, 64.08613238074247, 4107.032363522049, 95369.57239780531, 445.65220746638, 95369.29379353984, 447.7431633499523, -350328.3999704272]"
static,"[-0.0019035550279842182, 10.347425666067927, 279.5634280607628, 10.347425666067927, 2648.558397794487, 0.4009433962264151, 0.48946404413296124, 26.374043143727683, 21.102730245680714, 94854.2726740791, 192.9802884617578, 2.212623999773867e-17, 41104.80144235441, 20203960.079578847, 36, 4.269928177337691e-15, 0.0, 64.45531459292812, 4154.487579273332, 94854.27267407911, 445.32522382196765, 94853.92896880493, 447.42419324907985, -356071.2897678003]"
static,"[0.0017853839223233776, 10.250289519634428, 336.52551997190653, 10.250289519634428, 2642.8443009960038, 0.41037735849056606, 0.43631489767132997, 32.05995525823385, 23.70153670692717, 119655.48540347081, 217.7077455311107, 1.9613120180547337e-17, 46371.74979812658, 25486618.390939288, 34, 4.269928177337691e-15, 0.0, 73.00736303144544, 5330.075056805266, 119655.48540347084, 561.7628422698161, 119655.10399136989, 564.4108678838203, -411417.62175878463]"
static,"[0.0029582939927723247, 11.777221220151015, 340.33160531767896, 11.777221220151015, 2985.5609206295712, 0.4339622641509434, 0.3675910704947446, 28.832305619225618, 24.39782025849783, 126789.02390695101, 219.38907457842376, 1.9462811379931978e-17, 46729.87288520426, 27006062.092180565, 172, 4.269928177337691e-15, 0.0, 75.33425691398133, 5675.250264781744, 126789.023906951, 595.2536333659672, 126787.91432209435, 598.0561996325205, -417800.69303601456]"
