Username,Features
sanjana,"[0.0027168150727732558, 31.494941179723483, 340.58024295582703, 31.494941179723483, 8113.347748592253, 0.41509433962264153, -0.010571316709066032, 1.957733468134946, 41.841930832152336, 372909.14843743807, 368.2290988615901, -2.319169338077038e-17, 78432.7980575187, 79429648.6171743, 37, -8.539856354675383e-15, 0.0, 130.3992198149755, 17003.956528354298, 372909.14843743795, 1750.7471757626195, 372906.395983953, 1758.9924338865708, -754624.8491577671]"
sanjana,"[-0.00022764430124645505, 43.66734744074796, 350.18078185097846, 43.66734744074796, 11781.412095731179, 0.4413145539906103, 0.020386305669275784, 0.4920299782201898, 57.862161935991445, 716478.373756076, 515.8549139508115, -3.9778386236975194e-05, 110392.95158547365, 153326371.98380023, 38, -0.02051987600937698, -0.09119663004026016, 184.83878362716672, 34165.375932770556, 716478.3737560757, 3348.029783906896, 716478.336626787, 3363.74805928069, -1111436.5526064923]"
sanjana,"[-0.002152575045077978, 27.044894303093827, 177.10261117771432, 27.044894303093827, 6720.250602426446, 0.38207547169811323, 0.09173356224298812, -0.15595451610809663, 33.96987050451792, 245791.79774596164, 290.0556879468011, 0.0, 61781.86153266863, 52353652.91988982, 175, 0.0, 0.0, 105.06497275176653, 11038.648499329443, 245791.7977459616, 1153.9521020937166, 245790.65885544653, 1159.3899002615403, -572117.6325230114]"
sanjana,"[4.7213192803025786e-05, 24.747184878615194, 271.1225840679886, 24.747184878615194, 6836.72892498438, 0.45754716981132076, 0.0217001376073847, 3.1947336316162662, 35.15620075360556, 263259.1501541248, 326.9641288543911, 1.305931691130327e-17, 69643.3594459853, 56074198.98282858, 47, 4.269928177337691e-15, 0.0, 114.96917632697635, 13217.91150530338, 263259.1501541248, 1235.958451427816, 263259.1495672976, 1241.7884413551774, -647319.9499993811]"
sanjana,"[-0.0008446378023758026, 33.17427050358056, 293.94891504616317, 33.17427050358056, 9056.372262236904, 0.4460093896713615, 0.01850441605476141, 1.0891357970277253, 43.771294329525816, 410008.2083583435, 393.0340123318025, -5.086867895685477e-05, 84109.27863900573, 87741756.58868548, 46, -0.01999312099243096, -0.0749349475893345, 142.52992485117815, 20314.77947808249, 410008.20835834334, 1915.9262072819781, 410007.91585335904, 1924.9197927387747, -812240.3589545519]"
static,"[0.00037793308240854977, 6.284467004032916, 272.3461224031922, 6.284467004032916, 1574.1726167156125, 0.40930232558139534, 0.6822340645684223, 35.84127083584806, 18.61108445663945, 74816.45236486798, 198.45455382103657, -0.0003651194564119213, 42866.183625343896, 16160353.71081148, 38, -0.07245961881360724, -0.07814915805014588, 57.49883426708906, 3306.1159420741747, 74816.45236486796, 346.37246465216646, 74816.44167858013, 347.98344966781457, -354269.32694175886]"
static,"[0.0005577026598475893, 5.527980383552757, 273.4747417666389, 5.527980383552757, 1330.4883724785134, 0.41706161137440756, 0.6919601000445139, 37.89778856333087, 18.587993511329724, 73248.86258877403, 198.89292776249368, -0.0002446864404645597, 42165.30068564866, 15528758.868820097, 33, -0.04866640252777939, -0.09471667758768071, 56.929619781906105, 3240.9816085123953, 73248.86258877405, 345.51350277723606, 73248.8398060221, 347.15089955460707, -347759.95847099344]"
static,"[0.0004140976838066074, 5.176237832180346, 263.9037177066071, 5.176237832180346, 1276.6291259803488, 0.4056603773584906, 0.6880394523376524, 36.89355391845937, 17.874946968704002, 68056.42430553783, 190.29620821894306, 0.0, 40533.09235063487, 14496018.37707956, 33, 0.0, 0.0, 54.19310973743872, 2936.893143014075, 68056.42430553783, 319.5137291339804, 68056.41263543573, 321.0208143180931, -332141.31536269]"
static,"[-6.816484875540569e-05, 5.344946828631041, 271.191940006565, 5.344946828631041, 1317.948997343639, 0.4131455399061033, 0.6695481386718186, 38.21327616783028, 18.34116715605412, 71989.26030631212, 196.6486565359978, -0.0003344854006792736, 42082.812498703526, 15405701.705550786, 33, -0.06577610467448407, -0.0776594466642846, 56.74296169923233, 3219.7637024005476, 71989.26030631209, 336.3984126463182, 71989.25997181784, 337.97774634656264, -346752.14917085785]"
static,"[3.3991268300232814e-05, 5.734393246362075, 271.45783067667764, 5.734393246362075, 1391.4399249996948, 0.41509433962264153, 0.7148510185155024, 37.962712067762126, 18.476693233596613, 72715.68507671662, 198.07033416111904, 2.1557636056010013e-17, 42188.98117631835, 15488440.92134064, 175, 4.269928177337691e-15, 0.0, 56.696298791013945, 3214.4702965999295, 72715.68507671663, 341.38819284843487, 72715.68499270047, 342.9985141165116, -347757.020304088]"
